# a8-r49-triage.py — r0049/agent8. class, site, tier, note, text
N	ScottDomains/ScottDomains/A4PowerdomainRep.lean:27	CITE-OK		"has to go through `IsProjection.isCompactElement_iff` (Lemma 5), which
U	ScottDomains/ScottDomains/A4PowerdomainRep.lean:186	SCOPE		the single powerdomain-specific input is `hmono`. -/
U	ScottDomains/ScottDomains/A5Thm137.lean:227	SCOPE		descending `ω`-sequence coinitial in it (`PropertyM.minPrefix_le`, the only step
U	ScottDomains/ScottDomains/A5Thm137.lean:292	SCOPE		`thm137Chains` leaves Corollary 1.36 as the only remaining hypothesis, which is
U	ScottDomains/ScottDomains/Atomless.lean:15	QUOTE		> and — up to isomorphism — the only countable atomless Boolean algebra is the
U	ScottDomains/ScottDomains/Atomless.lean:231	SCOPE		the only consequence of bounded completeness the construction consumes, and it is
N	ScottDomains/ScottDomains/Atomless.lean:457	NARR		enumeration that is below `b`.** Both halves are needed at once  the second is
U	ScottDomains/ScottDomains/Audit/Powerdomains.lean:32	SCOPE		that exists. Row 4 has exactly one citer, and it is the only one of the three
U	ScottDomains/ScottDomains/Audit/Powerdomains.lean:40	SCOPE		other way  it is the sole named citer of `idealExtend_principal`, which is
U	ScottDomains/ScottDomains/BifiniteUniversal.lean:27	QUOTE		> take the domain `I = {⊥}` containing only the single point `⊥`. At the second
A	ScottDomains/ScottDomains/BifiniteUniversal.lean:184	NARR		/-- **The order contains the printed relation**  no instance of `⊢` is lost. -/
U	ScottDomains/ScottDomains/Bifinite.lean:20	SCOPE		results below are the only content — that the condition is inherited by the
N	ScottDomains/ScottDomains/ClosureProperties/SeparatedSum.lean:159	ADJ	TRUE	`lem17_lift` then `lem17_sum`. No bounded completeness is needed anywhere — this
N	ScottDomains/ScottDomains/ClosureProperties/SeparatedSum.lean:173	ADJ	TRUE	**no `OrderIso.prodCongr`** — grepped across `Mathlib/Order/` — and without it
U	ScottDomains/ScottDomains/ClosureProperties/SeparatedSum.lean:200	SCOPE		that `h` need not be the only *continuous* completion — that claim is separate
U	ScottDomains/ScottDomains/CoalescedSum.lean:29	SCOPE		relates only same-side elements, and with the bottoms gone there is nothing else
U	ScottDomains/ScottDomains/CoalescedSum.lean:63	SCOPE		selected is the only one that could carry the supremum. Sets with members on both
N	ScottDomains/ScottDomains/CoalescedSum.lean:65	CITE-OK		no least upper bound, so nothing is required of `sumSup` there.
A	ScottDomains/ScottDomains/CoalescedSum.lean:71	NARR		statement, which needs no such hypothesis on `D` and `E`. Both are discharged by
U	ScottDomains/ScottDomains/Colimit.lean:65	SCOPE		at stage 0 → 1 — where the only map available is `⊥ ↦ ⊥ = (⊥, {⊥})`, which is
U	ScottDomains/ScottDomains/Colimit.lean:115	SCOPE		all", so that `Lem30Arrow` was the only type-correct conjunct. `PRep.lean 147–190`
N	ScottDomains/ScottDomains/Colimit.lean:370	NARR		performed. The identification is not optional — `MPair A` is a pre-order, so
U	ScottDomains/ScottDomains/Colimit.lean:593	SCOPE		the map `x ↦ (x, {x})`". At stage 0 → 1 that is the only map available and it is
N	ScottDomains/ScottDomains/Colimit.lean:951	NARR		continuity argument is needed. -/
N	ScottDomains/ScottDomains/Colimit.lean:1035	CITE-OK		`R45.Agent3.not_thm29Second` is what shows its `[Domain E]` binder is necessary
A	ScottDomains/ScottDomains/CombinatorRep.lean:46	NARR		"unfortunately, there is no representation for the operator `F(X) = X + X` over
U	ScottDomains/ScottDomains/CombinatorRep.lean:93	SCOPE		proof consumes the *existence* of the pair and nothing else about `U`. -/
U	ScottDomains/ScottDomains/CombinatorRep.lean:263	SCOPE		the only thing that changes is where the pair `(→⁻, →⁺)` comes from, which is
N	ScottDomains/ScottDomains/CombinatorRep.lean:541	CITE-OK		structure (`CoalescedSum.lean`), so no new construction is needed.
U	ScottDomains/ScottDomains/Combinator.lean:47	CITE	exists_thm26_of_thm25=nonexistent	nothing else (`LambdaModel.ofOrderIso`), and `exists_thm26_of_thm25` is Theorem 25
N	ScottDomains/ScottDomains/Combinator.lean:60	NARR		**Arities are required positive** (`hs   ∀ i, 0 < s i`), and this is a correction
N	ScottDomains/ScottDomains/Combinator.lean:217	CITE-OK		(`Universality.scottContinuous_orderIso`), so nothing further is needed. -/
N	ScottDomains/ScottDomains/Combinator.lean:257	NARR		Both are needed only to exhibit `Fᵢ` as a combination; neither occurs in `ψ`. -/
U	ScottDomains/ScottDomains/ComputableFunction.lean:28	SCOPE		so the only `Primcodable` instance needed is the one on `ℕ`; nothing has to be
N	ScottDomains/ScottDomains/ComputableFunction.lean:39	NARR		## The paper's quantifier is non-uniform, and that is load-bearing
U	ScottDomains/ScottDomains/ComputableFunction.lean:44	SCOPE		`IsUniformlyComputable` is the stronger, uniform reading — the single relation
A	ScottDomains/ScottDomains/ComputableFunction.lean:55	CITE-OK		procedure to `Nat.Partrec`, and there is no route from the first to the second —
A	ScottDomains/ScottDomains/ComputableFunction.lean:62	NARR		## Closure under composition, and why it is absent
A	ScottDomains/ScottDomains/ComputableFunction.lean:87	ADJ	TRUE	domain of `(fun a => Part.assert (p a) …) ∘ g`. Mathlib does not state it, and
U	ScottDomains/ScottDomains/ComputableFunction.lean:100	SCOPE		/-- The uniform strengthening  the single relation `{(n, m) | eₘ ⊑ f(dₙ)}` is
U	ScottDomains/ScottDomains/ContinuousAlgebra.lean:104	SCOPE		Continuity is *joint* — Scott continuity of the single map `E × E → E` on the
U	ScottDomains/ScottDomains/ContinuousAlgebra.lean:507	SCOPE		completions and nothing else  it mentions neither `⋓` nor the axioms. It is
U	ScottDomains/ScottDomains/ContinuousAlgebra.lean:629	SCOPE		`union_mono` and `singleton_mono` are the only fields that mention the order, and
U	ScottDomains/ScottDomains/ContinuousAlgebra.lean:650	SCOPE		orderings, and the only order-theoretic fact the construction needs. -/
U	ScottDomains/ScottDomains/ContinuousConstruction.lean:55	SCOPE		`eq_basisExtension_of_eqOn` shows it is the only continuous function that does.
A	ScottDomains/ScottDomains/ContinuousConstruction.lean:306	NARR		under `[BoundedComplete β]`, here with no such hypothesis. -/
N	ScottDomains/ScottDomains/Dyadic.lean:126	CITE-OK		denominators is needed. The same argument gives `min_mem_E`. -/
N	ScottDomains/ScottDomains/Dyadic.lean:422	NARR		first was that the proof needs the uniqueness up to isomorphism of the countable
U	ScottDomains/ScottDomains/Dyadic.lean:454	SCOPE		§7.3's proof paragraph; it is the only part of Theorem 27 not proved in this
U	ScottDomains/ScottDomains/Dyadic.lean:552	SCOPE		/-- `p I` is directed. **This is the only place normality of `N` is used**  two
N	ScottDomains/ScottDomains/EffectivePresentation.lean:92	NARR		`include d` is needed because the conclusion does not mention `d`, so Lean's
A	ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean:16	NARR		computability fact Mathlib does not supply.
I	ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean:31	CITE-OK		| 1 | "Mathlib v4.32.2 has no `Primcodable (Finset ℕ)` instance, so `ComputablePred` cannot be asked of a predicate on `Finset ℕ` at all" (`Effective/FunctionSpace.lean`, `RecursiveNormal`'s docstring) | **false.** `Primcodable.ofDenumerable` (`Mathlib/Computability/Primrec/Basic.lean 139`, priority 10) turns any `Denumerable α` into `Primcodable α`, and `Denumerable (Finset α)` is `Mathlib/Logic/Equiv/Finset.lean 109`. `Primrec.ofNat` (` 233`) then makes the decoding `ℕ → Finset ℕ` primitive recursive |
A	ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean:54	CITE-OK		Condition 2 needs one bridge that Mathlib does not state  `RecursiveNormal`
U	ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean:90	SCOPE		`Denumerable.raise'`, which is the only part of the encoding these lemmas need to
A	ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean:160	CITE-OK		`Effective.RecursiveNormal` says this instance does not exist. -/
U	ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean:173	SCOPE		directedness of `N ∩ ↓x` is automatic and the only content of `N ◁ K(X⊥)` is the
U	ScottDomains/ScottDomains/Effective/A2Compactness.lean:554	SCOPE		/-- `badPairs` is inconsistent  its sources are the single element `up 0`, hence
A	ScottDomains/ScottDomains/Effective/A2Compactness.lean:770	CITE-OK		join does not exist and the total `sSup` returns an unconstrained value. -/
U	ScottDomains/ScottDomains/Effective/A2Compactness.lean:800	SCOPE		the only open input — the same position `R46.Agent3` left `⊸` in.
N	ScottDomains/ScottDomains/Effective/A2Compactness.lean:803	NARR		universe annotation is load-bearing for the same reason r0045 records for
I	ScottDomains/ScottDomains/Effective/A3FreeCarrier.lean:23	NARR		had no way to say that the carrier is the operator's value at `α` and `β`. It is
I	ScottDomains/ScottDomains/Effective/A3FreeCarrier.lean:137	NARR		free carrier there was no way to say that the carrier is `D → E`. Both directions
U	ScottDomains/ScottDomains/Effective/A3FreeCarrier.lean:138	SCOPE		are one step — the bundling `Dom` performs is the only difference between the two
U	ScottDomains/ScottDomains/Effective/A3FreeCarrier.lean:140	SCOPE		structure and nothing else.
A	ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean:10	NARR		`Effective/FunctionSpace.lean` records that this development had no such basis.
N	ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean:32	CITE-OK		it  no separate theory is needed, and `exists_strictSteps_isLUB` below is the
N	ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean:136	NARR		**No strictification and no separate strict-step theory is required**, which is
N	ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean:156	CITE-OK		`D ⊸ E`. Strictness is `isStrict_ofPairs`; no hypothesis on `Q` is needed. -/
A	ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean:288	NARR		`K(D ⊸ E)`, which does not exist, **and** the recursion theory"; it is now the
U	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:38	SCOPE		r0040 measured them as the only numbered property in the paper in that state.
N	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:51	CITE-OK		conditions are then discharged by `Classical.dec`. Nothing else is needed. So at
N	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:69	NARR		One guard is needed and is where the paper's own difficulty sits. A finite set of
A	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:129	CITE-OK		| 5 | `Primrec` facts for the `Denumerable (Finset (ℕ × ℕ))` coding  membership in, and bounded quantification over, the decoded finset | **missing but known feasible** — r0045 proved the `Finset ℕ` analogue (`primrecPred_zero_mem_ofNat_finset`) after this file's claim that `Primcodable (Finset ℕ)` does not exist was refuted by `Primcodable.ofDenumerable` |
U	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:132	SCOPE		and the single blocking fact is item 3  whether a finite set of step functions
A	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:322	NARR		**This paragraph formerly said the development had no such basis, and that the
N	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:374	NARR		paragraph used to read "The index is needed because … Mathlib v4.32.2 has no
I	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:375	CITE-OK		`Primcodable (Finset ℕ)` instance, so `ComputablePred` cannot be asked of a
A	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:422	NARR		**Mathlib has no bitwise computability at all** — `Mathlib/Computability/`
A	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:423	CITE-OK		mentions no `Nat.bitwise`, and there is no `Primrec` route through `binaryRec`.
N	ScottDomains/ScottDomains/Effective/Powerset.lean:95	CITE-OK		`NormalSubposet.lean`'s note that Lemma 4.3 fails without it — and the union for
U	ScottDomains/ScottDomains/FinitaryProjectionEmbedding.lean:69	SCOPE		yet say is that no other choice of `N_f` rescues the claim  the largest normal
I	ScottDomains/ScottDomains/FinitaryProjectionPoset.lean:54	NARR		Lemma 20 cannot be stated without it — `Fc(D)` is defined by "`im(r)` is a
N	ScottDomains/ScottDomains/FinitaryProjectionPoset.lean:54	NARR		Lemma 20 cannot be stated without it — `Fc(D)` is defined by "`im(r)` is a
N	ScottDomains/ScottDomains/FinitaryProjectionPoset.lean:137	NARR		image. Nonemptiness is essential — `r ⊥` is in general not `⊥`, so `sSup ∅` need
U	ScottDomains/ScottDomains/FinitaryProjectionPoset.lean:461	SCOPE		This is the only place bifiniteness is spent, and it is spent through
N	ScottDomains/ScottDomains/FixedPoint.lean:71	NARR		image chain has the same supremum as the chain — it is the chain without its
U	ScottDomains/ScottDomains/FlatPowerdomain.lean:222	SCOPE		/-- The `⊇` half of the round trip, and the only place finite directedness is
A	ScottDomains/ScottDomains/FlatSection6.lean:45	CITE-OK		`no_common_refinement` shows no such `w` exists, and it needs no minimality
A	ScottDomains/ScottDomains/Flat.lean:27	NARR		on `X` with a bottom adjoined, and Mathlib has no discrete-order type synonym to
N	ScottDomains/ScottDomains/FunctionSpaceCountable.lean:26	NARR		Choosing matters  without it, the set of *all* pairs naming a step function can
U	ScottDomains/ScottDomains/FunctionSpaceDomain.lean:120	SCOPE		This is the only declaration in the file needing all four hypotheses at once. -/
A	ScottDomains/ScottDomains/IdealCompletion.lean:37	CITE-OK		`Order.isIdeal_sUnion_of_directedOn`. What Mathlib does not have is the
N	ScottDomains/ScottDomains/IdealCompletion.lean:55	NARR		case split is forced. It branches on **the ideal generated by the family being an
U	ScottDomains/ScottDomains/Isomorphism/Counterexample.lean:19	SCOPE		refuted by a witness in which the variable it drops carries the only content.
N	ScottDomains/ScottDomains/Isomorphism/Counterexample.lean:29	NARR		obligation under the kernel and it proves more than is needed. The witnesses
U	ScottDomains/ScottDomains/Isomorphism/Counterexample.lean:126	SCOPE		summands' bottoms are deleted, and there is nothing else in either. -/
N	ScottDomains/ScottDomains/Iwamura.lean:462	NARR		1.3 verbatim — suprema are needed only for monotone injective nets indexed by an
A	ScottDomains/ScottDomains/JungBicomplete.lean:34	QUOTE		> Assume now that the infimum of `αᵒᵖ` does not exist, that is, the set `A` does
A	ScottDomains/ScottDomains/JungBicomplete.lean:36	QUOTE		> empty then we find `x″ ≪ x ∈ A` and `y″ ≪ y ∈ A` such that there is no upper
A	ScottDomains/ScottDomains/JungBicomplete.lean:69	ADJ	TRUE	difficulty", resting on Iwamura's lemma, which Mathlib does not carry. **For
U	ScottDomains/ScottDomains/JungBicomplete.lean:71	SCOPE		`JungNets.HasChainInfima` — infima of *chains* — is the only strength Theorem 18
N	ScottDomains/ScottDomains/JungBicomplete.lean:87	NARR		Theorem 18 consumes. Iwamura's lemma is needed for full bicompleteness, which
U	ScottDomains/ScottDomains/JungBicomplete.lean:105	SCOPE		itself is not built; see defect 1 below. **This is now the only remaining
U	ScottDomains/ScottDomains/JungBicomplete.lean:125	SCOPE		is what non-directedness of `↡A` yields, and interpolation is the only bridge.
N	ScottDomains/ScottDomains/JungBicomplete.lean:348	NARR		not optional  without it a greatest lower bound computed in `D′` need not be one
U	ScottDomains/ScottDomains/JungBicomplete.lean:449	SCOPE		ordinal index, and it is the only consequence of "`α` is an ordinal" that the
U	ScottDomains/ScottDomains/JungBicomplete.lean:506	ADJ	OPEN	`JungNets.HasChainInfima` — which `Thm18` is now known to be the only consumer of
N	ScottDomains/ScottDomains/JungBicomplete.lean:530	NARR		for, and why it is needed for full bicompleteness and not for the chain case. -/
N	ScottDomains/ScottDomains/JungBicomplete.lean:568	NARR		appear.** They are needed only for the filtered sets that full bicompleteness
A	ScottDomains/ScottDomains/JungBicomplete.lean:610	NARR		infimum of `αᵒᵖ` does not exist", and is literally `¬ ∃ i, IsGLB C i`, since a
U	ScottDomains/ScottDomains/JungBicomplete.lean:652	SCOPE		the third paragraph — the `g_β` family, the only step that uses the ordinal.
U	ScottDomains/ScottDomains/JungBicomplete.lean:664	SCOPE		upper bound in `↡(lb C)` that step 3 denies. **This is the only use of
N	ScottDomains/ScottDomains/JungFinite.lean:95	NARR		itself. Countability of `K(D → D)` is still indispensable to Theorem 18, and is
N	ScottDomains/ScottDomains/JungFinite.lean:110	NARR		and everything else in the file is kernel-checked without it.
U	ScottDomains/ScottDomains/JungFinite.lean:571	SCOPE		/-- **Jung 1989, Corollary 1.36, in the single instance Lemma 2.2 consumes.**
U	ScottDomains/ScottDomains/JungFinite.lean:610	SCOPE		`h(x) ⊑ y`, and `h(x) ⊑ x ⊑ y` is the only route. The definition of
A	ScottDomains/ScottDomains/JungNets.lean:102	ADJ	TRUE	the proof assume a well-ordered index. **Mathlib does not have it** — see the
U	ScottDomains/ScottDomains/JungNets.lean:130	SCOPE		This is the only part that is a proof script over machinery items 1–4 build.
I	ScottDomains/ScottDomains/JungNets.lean:153	NARR		ordinal half is not expressible over existing Mathlib  item 1 of the obstruction
A	ScottDomains/ScottDomains/JungNets.lean:155	NARR		on top of a chain API that Mathlib does not carry. That is the measured reason
U	ScottDomains/ScottDomains/JungNets.lean:166	SCOPE		bicompleteness statement, set as an exercise. So Jung 1989 is the only proof of
A	ScottDomains/ScottDomains/JungNets.lean:167	NARR		Theorem 1.37 on disk, and there is no cheaper route in the other paper.
A	ScottDomains/ScottDomains/JungNets.lean:306	NARR		the first item — Iwamura's lemma, Jung's Theorem 1.2 — is absent from the
N	ScottDomains/ScottDomains/JungSFP.lean:12	NARR		countability, without which Theorem 18 is false.
U	ScottDomains/ScottDomains/JungSFP.lean:70	SCOPE		nothing in the proof  the single use of continuity is Proposition 1.9, which
U	ScottDomains/ScottDomains/JungSFP.lean:74	SCOPE		bound below `x`" — and through nothing else. `HasAtMostOneMubBelow` is the
A	ScottDomains/ScottDomains/JungSFP.lean:104	NARR		five and is absent from the development. Its proof is not a proof script over the
U	ScottDomains/ScottDomains/JungSFP.lean:253	SCOPE		`attained` is the only one that is not routine, and it is where each instance
N	ScottDomains/ScottDomains/JungSFP.lean:357	NARR		functions `x₁ ↘ a₁` and `x₂ ↘ a₂`". Below `g` an upper bound `f` is forced  `⊥`
U	ScottDomains/ScottDomains/JungSFP.lean:459	SCOPE		algebraicity of `[D → E]` is used, and the only place.
N	ScottDomains/ScottDomains/JungSFP.lean:740	CITE-OK		one  `Section62.lean` records that Theorem 18 is false without it, the algebraic
A	ScottDomains/ScottDomains/Kleene/Factorial.lean:40	NARR		directed set contains its own least upper bound**, so there is no limit for a
N	ScottDomains/ScottDomains/Kleene/Factorial.lean:90	NARR		a directed set the choice is forced, since two defined values in a directed set
N	ScottDomains/ScottDomains/Kleene/Graph.lean:47	NARR		mention here but which the argument cannot do without." It is false, and the
N	ScottDomains/ScottDomains/Kleene/Uniform.lean:40	ADJ	TRUE-A	and it is indispensable — without it `h(⊥)` need not be `⊥` and the two chains
U	ScottDomains/ScottDomains/LemThirty.lean:50	SCOPE		removes the only doubt about Lemma 28 the earlier rounds recorded.
U	ScottDomains/ScottDomains/LemThirty.lean:56	SCOPE		the only type-correct conjunct. That was true when it was written and is false
N	ScottDomains/ScottDomains/LemThirty.lean:147	ADJ	TRUE	`countable_compacts_of_reflects` shows the word is load-bearing  `A∞` is
N	ScottDomains/ScottDomains/LemThirty.lean:194	NARR		without it; the hypothesis is what makes the value a domain, through Theorem 11.
U	ScottDomains/ScottDomains/LemThirty.lean:412	SCOPE		The sentence that stood here said these two were "the only two of Lemma 28's nine
U	ScottDomains/ScottDomains/LemThirty.lean:491	SCOPE		implication that cannot hold. The two `def`s differ by the single instance binder
N	ScottDomains/ScottDomains/LemThirty.lean:494	NARR		the version carrying the paper's word "domain", not the one without it.
A	ScottDomains/ScottDomains/LemThirty.lean:549	NARR		— an uncountable flat cpo is one — admits no such `f` at all, and the version of
N	ScottDomains/ScottDomains/LemThirty.lean:706	CITE-OK		`countable_compacts_of_reflects` shows it is not optional. -/
U	ScottDomains/ScottDomains/LemThirty.lean:745	SCOPE		to the single statement that `A∞` is universal among the bases of bifinite
N	ScottDomains/ScottDomains/MinimalUpperBounds.lean:179	ADJ	TRUE	No least element is needed, and none is assumed.
N	ScottDomains/ScottDomains/MinimalUpperBounds.lean:211	NARR		are required to be finite, and `N` is adjoined explicitly so that monotonicity
U	ScottDomains/ScottDomains/Morphism.lean:36	SCOPE		| 11 | `h = [f†, g†]` may **not** be the only *continuous* completion | 21 |
N	ScottDomains/ScottDomains/Morphism.lean:39	NARR		`⊕`  without it §4.4's universal property reads as a coproduct in the category of
U	ScottDomains/ScottDomains/Morphism.lean:549	QUOTE		> However, `h` may not be the only continuous function which completes the
U	ScottDomains/ScottDomains/Morphism.lean:594	SCOPE		/-- **`h` may not be the only *continuous* function which completes the diagram**
A	ScottDomains/ScottDomains/Morphism.lean:747	NARR		needs no such thing, because `α × β` is a type before either factor is ordered.
U	ScottDomains/ScottDomains/NormalProjection.lean:25	SCOPE		The paper's "it is easy to check" covers this step; it is the only place the
U	ScottDomains/ScottDomains/NormalProjection.lean:90	SCOPE		/-- **`p_N` is a projection.** Idempotence in the `≥` direction is the only step
N	ScottDomains/ScottDomains/NormalSubposet.lean:25	CITE-OK		explicitly, exactly as `WayBelow` does, and part 3 is what would fail without it.
N	ScottDomains/ScottDomains/PRepFun.lean:15	CITE-OK		§4.2. This confirms `PRep.Lemma28`'s list exactly — no correction is needed to it
U	ScottDomains/ScottDomains/PRepFun.lean:48	SCOPE		`Fp`'s second conjunct needs them at the images and nothing else supplied them 
A	ScottDomains/ScottDomains/PRepFun.lean:115	NARR		lying below, with no strictification needed. The smash has no such embedding into
U	ScottDomains/ScottDomains/PRepFun.lean:269	SCOPE		is the only place `[BoundedComplete U]` is spent in the whole arrow conjunct.
N	ScottDomains/ScottDomains/PRepFun.lean:396	NARR		strictification is needed here, unlike in
U	ScottDomains/ScottDomains/PRepFun.lean:425	SCOPE		`val_image_compactsBelow`; the only step with content is that the ambient
N	ScottDomains/ScottDomains/PRepFun.lean:524	CITE-OK		an ambient one, so nothing beyond `isLUB_arrowFamily` is needed. -/
N	ScottDomains/ScottDomains/PRepFun.lean:766	NARR		coordinate is forced  every member of the family is below it, so every member has
N	ScottDomains/ScottDomains/PRepFun.lean:1020	CITE-OK		continuous maps and no case analysis over `Smash`'s branching `sSup` is needed.
U	ScottDomains/ScottDomains/PRepFun.lean:1105	SCOPE		`prodMap_mono`. This is the only place `[Domain U]` is spent in the conjunct, and
I	ScottDomains/ScottDomains/PRepSum.lean:39	CITE-OK		no way to produce it at `U`  `Dyadic.thm27` carried the hypothesis
U	ScottDomains/ScottDomains/PRepSum.lean:87	SCOPE		(bifiniteness, `lem17_sum`) and nothing else  `IsAlgebraic (CoalescedSum A B)` is
U	ScottDomains/ScottDomains/PRepSum.lean:88	SCOPE		proved nowhere in the development, because §4.5 and §6.2 are the only closure
U	ScottDomains/ScottDomains/PRepSum.lean:187	SCOPE		is for, and it is the only step where anything could go wrong. -/
A	ScottDomains/ScottDomains/PRepresentable.lean:71	NARR		An earlier version of this paragraph said `V` "does not exist in this
U	ScottDomains/ScottDomains/PRepresentable.lean:77	SCOPE		sentence, reduced to the single named proposition `LemThirty.Thm29Normal`.
U	ScottDomains/ScottDomains/PRepresentable.lean:127	SCOPE		outside the single point `id` the two posets the square is drawn over are
U	ScottDomains/ScottDomains/PRepresentable.lean:154	SCOPE		in the closure case; the inequality is the only step that differs — `C ⊑ id`
U	ScottDomains/ScottDomains/PRep.lean:87	SCOPE		`ClosurePoset U` is `{r // IsClosure r}` — two equations and nothing else.
U	ScottDomains/ScottDomains/PRep.lean:566	SCOPE		`Fp`'s second conjunct is a `Domain` on `im(R p)`, and the only handle on
U	ScottDomains/ScottDomains/PowerdomainCompacts.lean:3	SCOPE		-- It is the only thing taken from §7.3; the dependency runs this way and never
U	ScottDomains/ScottDomains/PowerdomainCompacts.lean:23	SCOPE		So the only way `p(K) ⊆ K` could hold in general is if every element below a
U	ScottDomains/ScottDomains/PowerdomainCompacts.lean:53	SCOPE		must produce a `Domain` structure on `im(p)`, and that is the only real work in
U	ScottDomains/ScottDomains/PowerdomainCompacts.lean:89	SCOPE		/-- The domain `D = Idl(A)`. A domain by Theorem 11 and nothing else. -/
A	ScottDomains/ScottDomains/PowerdomainMapRep.lean:17	QUOTE		> there is no `r ↦ r♯` from which to build the conjugating family.
N	ScottDomains/ScottDomains/PowerdomainMapRep.lean:49	NARR		not the one taken.** The sentence continued "…it has to go through
A	ScottDomains/ScottDomains/PowerdomainMap.lean:20	CITE-OK		`plotkinMap`, `mapPowerdomain`, `fFlat`, `fNatural`) returned zero hits, and at
U	ScottDomains/ScottDomains/PowerdomainMap.lean:21	SCOPE		that time the only `ext(` in the development was Theorem 12's
U	ScottDomains/ScottDomains/PowerdomainMap.lean:93	SCOPE		discharge the single ordering-specific obligation `hmono`, exactly as
U	ScottDomains/ScottDomains/PowerdomainMap.lean:262	SCOPE		bounds that define `idealExtend`; the only fact used about `{|·|}` is
