# a8-r49-absence.py — r0049/agent8. locus, site, kind, cue, text
MATH	ScottDomains/ScottDomains/Projection.lean:82	lean-comment	there is no	Note the workaround in the statement — there is no composition operation on `ScottHom` yet, so the composite is passed in as `p` with a defining equation `hp`.
MATH	ScottDomains/ScottDomains/PropertyM.lean:119	lean-doc	has no	**Interpolation drops out too, and for a separate reason.** Jung's Proposition 1.8 is applied to lift `x'' ≪ x ∈ A` and `y'' ≪ y ∈ A` to `x'' ≪ x' ≪ x` and `y'' ≪ y' ≪ y`, so that `{x', y'}` has no upper bound even in `A` and not merely in `↓A`.
MATH	ScottDomains/ScottDomains/PropertyM.lean:140	lean-doc	has no	Every ascending chain is finite, so every directed subset has a maximum and `D` is a dcpo in which every element is compact, hence algebraic with a countable basis; and `ub{a₁, a₂} = {xₙ}` has no minimal element, so property m fails at that pair.
MATH	ScottDomains/ScottDomains/PropertyM.lean:140	lean-doc	has no	`HasOmegaOpInfima D` fails there too — the sequence `xₙ` has no greatest lower bound above `a₁` and `a₂`.
MATH	ScottDomains/ScottDomains/RecursiveDomain.lean:54	lean-doc	does not have	`FinitaryProjectionPoset.lean` already proves `Fc.completePartialOrder` for `↥(Fc α) = {r // IsFinitaryClosure r}`, but that subtype is not `ClosurePoset α = {r // IsClosure r}`, and collapsing the two (`mem_Fc_iff`) spends `[Domain α]` — a hypothesis Theorem 21 does not have and the paper does not 
MATH	ScottDomains/ScottDomains/SFP.lean:164	lean-doc	there is no	This is what makes the `FpLattice` machinery unnecessary for the forward direction — there is no basis coordinate distinct from the image.
MATH	ScottDomains/ScottDomains/Section62.lean:22	lean-doc	has no	The pair of results is then a single settled statement rather than two loose ends — the conjunct is not simply wrong, it is wrong at exactly the domains where `S_f` has no greatest normal subposet, and bounded complete domains are never among them.
MATH	ScottDomains/ScottDomains/Section62.lean:314	lean-doc	has no	This is the exact point at which `TwoMub` differs: there `{a, b}` is bounded but has no least upper bound, and `S_{λx.m₁} ∩ ↓m₂ = {⊥, a, b}` is not directed.
MATH	ScottDomains/ScottDomains/Skeleton/Lemma10.lean:211	lean-doc	there is no	- **Lemma 10, `D →⊥ E`.** `StrictHom α β` is a subtype of `ScottHom α β` whose `sSup` is the ambient one — `isStrict_sSup` shows strictness survives *every* supremum, so there is no branch to get wrong.
MATH	ScottDomains/ScottDomains/StrictHom.lean:16	lean-doc	does not have	Strictness does not have that problem: for **any** set `s` of strict functions, `sSup s` is strict, whichever branch `ScottHom`'s own `sSup` takes.
MATH	ScottDomains/ScottDomains/UniversalDomain.lean:78	lean-doc	there is no	- **`r` is a closure with section `s`** (Gunter & Scott, §7): `r ∘ s = id` and `s ∘ r ⊒ id`, stated pointwise for the same reason `ScottHom.IsEmbeddingProjectionPair` is — there is no composition operation on `ScottHom`, and the order on `ScottHom` *is* pointwise.
MATH	ScottDomains/docs/AxiomFootprint.md:57	prose	there is no	**`Classical.choice` is the axiom of choice.** There is no separate `Choice` axiom to look for and no weaker form in play — Lean's is the strong, type-theoretic version that extracts an inhabitant from a mere `Nonempty` witness.
MATHLIB	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:418	lean-doc	has no	That instance's `RecursiveLE` reduces to `Computable fun p : ℕ × ℕ => p.1 ||| p.2`, and **Mathlib has no bitwise computability at all** — `Mathlib/Computability/` mentions no `Nat.bitwise`, and there is no `Primrec` route through `binaryRec`.
MATHLIB	ScottDomains/ScottDomains/Flat.lean:24	lean-doc	has no	The flat order is the *discrete* order on `X` with a bottom adjoined, and Mathlib has no discrete-order type synonym to feed `WithBot`.
MATHLIB	ScottDomains/ScottDomains/IdealCompletion.lean:34	lean-doc	does not have	What Mathlib does not have is the order-theoretic content of Theorem 11: `Order.Ideal A` carries a `CompleteLattice` only when `A` is a `SemilatticeSup` with a bottom, and nothing identifies its compact elements or proves it algebraic.
MATHLIB	ScottDomains/ScottDomains/JungNets.lean:141	lean-doc	there is no	There is no ordinal-indexed chain API for posets | | Transfinite recursion | yes | `Ordinal.limitRecOn`, `Mathlib/SetTheory/Ordinal/Arithmetic.lean:158` | | Codirected sets | partial | `IsCodirectedOrder` is a whole-type class (`Mathlib/Order/Directed.lean:194`); the set-level form is `DirectedOn (·
MATHLIB	ScottDomains/ScottDomains/WayBelow.lean:7	lean-doc	does not have	It is the approximation relation behind compactness — *algebraic*, *domain*, and *bounded complete* are all defined by quantifying over it — and Mathlib v4.32.2 does not have it (0 hits for `wayBelow` in `Mathlib/Order/` and `Mathlib/Topology/Order/`).
PKG	ScottDomains/ScottDomains/A3Thm29.lean:387	lean-doc	have no	- **`Thm29SecondAtDomains` forces `V` not to be bounded complete.** Consequently Lemma 30's conjuncts 1 (`→`) and 2 (`⇸`) have no route in this development: `PRepFun.rep_arrow` and `PRepFun.rep_strictArrow` both require `[BoundedComplete U]`, and `LemThirty.retracts_fun_of_boundedComplete` and `retr
PKG	ScottDomains/ScottDomains/Effective/FunctionSpace.lean:527	lean-doc	has no	Open, and for a further reason than the arrow's: the paper's argument is that "the strict step functions form a basis", and this development has no strict-step-function basis to enumerate — `PRepFun.strictHomDomain` gets `K(D ⊸ E)` countable by injection into `K(D → E)`, which names no enumeration.
PKG	ScottDomains/ScottDomains/JungNets.lean:190	lean-doc	is not available	Jung passes from filtered sets to chains via his Theorem 1.2 (Iwamura's lemma), which is not available here; but the passage is only needed in the direction `chains ⟹ filtered sets`, and this development never needs that direction.
PKG	ScottDomains/ScottDomains/JungNets.lean:300	lean-doc	has no	Stated with `IsAlgebraic (ScottHom D D)` in place of Jung's "continuous function space", because the development has no predicate for a continuous dcpo; algebraic implies continuous, so this is the weaker proposition, and it is the one Theorem 18 consumes.
PKG	ScottDomains/ScottDomains/JungNets.lean:79	lean-doc	has no	* Jung's hypothesis is "continuous function space"; `Thm137` assumes the stronger `IsAlgebraic (ScottHom D D)`, because the development has no predicate for a continuous dcpo.
PKG	ScottDomains/ScottDomains/JungSFP.lean:745	lean-doc	does not have	*Exactly one* is uniqueness (step 1) plus existence, and existence is property m — hypothesis `hm` here, Jung's Theorem 1.37, which the development does not have.
PKG	ScottDomains/ScottDomains/PropertyM.lean:841	lean-doc	does not have	The restatement matters here because `hasCompleteMub_pair` delivers pairs and the empty set and **not** the general finite case: Jung's Lemma 1.29 (pairs to all finite sets) is a separate result the development does not have.
PKG	ScottDomains/docs/PaperInventory.md:285	prose	has no	There is no `lem13_plotkin` to prove — Lemma 13 names only `D]` and `D[`, and Egli–Milner has no join for a bounded pair.
QUOTE	ScottDomains/ScottDomains/ContinuousConstruction.lean:14	lean-doc	has no	> the perturbing family `qₙ` has no general construction in this development … > the natural formulas all take a least upper bound of a bounded, not directed, > set, which is exactly what a non-bounded-complete `D` need not have.
QUOTE	ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean:15	lean-doc	has no	> the paper's argument is that "the strict step functions form a basis", and this > development has no strict-step-function basis to enumerate — > `PRepFun.strictHomDomain` gets `K(D ⊸ E)` countable by injection into > `K(D → E)`, which names no enumeration.
QUOTE	ScottDomains/ScottDomains/JungBicomplete.lean:23	lean-doc	does not exist	We apply Proposition 1.22 and get that the > function space of `D′ = A ∪ αᵒᵖ` is again continuous. > > Assume now that the infimum of `αᵒᵖ` does not exist, that is, the set `A` does > not have a largest element.
