/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties/Powerdomain.lean	282	282	lem17_smyth	lemma_17_smyth
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties/Powerdomain.lean	345	345	lem17_plotkin	lemma_17_plotkin
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties/SeparatedSum.lean	158	158	lem10_separated	lemma_10_separated
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties/SeparatedSum.lean	168	168	lem17_separated	lemma_17_separated
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties/StrictFunction.lean	343	343	lem17_strictFun	lemma_17_strictFun
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties.lean	88	88	lemma10	lemma_10
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties.lean	109	109	lemma17	lemma_17
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Colimit.lean	1055	1055	Thm29Second	Theorem29Second
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Colimit.lean	1065	1065	Lem30Arrow	Lemma30Arrow
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Combinator.lean	570	570	thm26	theorem_26
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Combinator.lean	588	588	thm26_subalgebra	theorem_26_subalgebra
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Combinator.lean	618	618	thm26_retract	theorem_26_retract
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Combinator.lean	637	637	exists_lambdaModel_of_thm25	exists_lambdaModel_of_theorem_25
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ContinuousAlgebra.lean	1008	1008	thm12	theorem_12
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ContinuousAlgebra.lean	1088	1088	thm12_hoare	theorem_12_hoare
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ContinuousAlgebra.lean	1131	1131	thm12_smyth	theorem_12_smyth
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ContinuousAlgebra.lean	1202	1202	thm12_plotkin	theorem_12_plotkin
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Dyadic.lean	388	388	thm11_at_U	theorem_11_at_U
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Dyadic.lean	649	649	thm27_of_isNormallyRepresented	theorem_27_of_isNormallyRepresented
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Dyadic.lean	661	661	thm27	theorem_27
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/A1FlatRecursive.lean	405	406	theorem7ArrowRecursive_of_stepFunctionsDecidable	theorem_7_arrowRecursive_of_stepFunctionsDecidable
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/A2Compactness.lean	815	815	theorem7ArrowRecursive_of_scottHomC	theorem_7_arrowRecursive_of_scottHomC
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/A2Compactness.lean	940	940	theorem7StrictRecursive_of_strictHomC	theorem_7_strictRecursive_of_strictHomC
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/A3StepDecidable.lean	450	450	theorem7StrictRecursive_of_residue	theorem_7_strictRecursive_of_residue
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean	266	266	theorem7_strict_ofEnum	theorem_7_strict_ofEnum
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/A3StrictRecursive.lean	307	308	theorem7StrictRecursive_of_strictStepFunctionsDecidable	theorem_7_strictRecursive_of_strictStepFunctionsDecidable
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/FunctionSpace.lean	329	329	theorem7_arrow	theorem_7_arrow
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Effective/FunctionSpace.lean	359	359	theorem7_strict	theorem_7_strict
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/FinitaryProjectionEmbedding.lean	366	366	thm16_first_conjunct	theorem_16_first_conjunct
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/FixedPoint.lean	111	111	theorem1	theorem_1
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/IdealCompletion.lean	462	462	thm11	theorem_11
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/IdealCompletion.lean	598	598	thm11_converse	theorem_11_converse
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Isomorphism/Counterexample.lean	115	115	lem9_3_printed_false	lemma_9_3_printed_false
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Isomorphism/Counterexample.lean	164	164	lem9_5_printed_false	lemma_9_5_printed_false
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Iwamura.lean	618	618	thm137_of_thm137Chains	jung_theorem_1_37_of_jung_theorem_1_37_chains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Iwamura.lean	625	625	thm137Chains_iff_thm137	jung_theorem_1_37_chains_iff_jung_theorem_1_37
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Iwamura.lean	639	639	thm137Chains_of_wellOrderedInfima	jung_theorem_1_37_chains_of_wellOrderedInfima
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungBicomplete.lean	433	433	prop122	jung_proposition_1_22
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungFinite.lean	239	239	lemma129	jung_lemma_1_29
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungFinite.lean	678	678	lemma22	jung_lemma_2_2
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungFinite.lean	725	725	thm18_of_propertyM	theorem_18_of_propertyM
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungNets.lean	343	343	Thm137	Theorem137
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungNets.lean	356	356	Thm137Chains	Theorem137Chains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungNets.lean	361	361	Thm137.toChains	Theorem137.toChains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungNets.lean	380	380	forall_hasCompleteMub_of_thm137	forall_hasCompleteMub_of_jung_theorem_1_37
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungNets.lean	396	396	lemma217_of_thm137	jung_lemma_2_17_of_jung_theorem_1_37
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungNets.lean	413	413	propertyM_pairs_of_thm137	propertyM_pairs_of_jung_theorem_1_37
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungSFP.lean	642	642	lemma213	jung_lemma_2_13
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungSFP.lean	708	708	thm214	jung_theorem_2_14
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/JungSFP.lean	890	890	lemma217	jung_lemma_2_17
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Kleene/Uniform.lean	129	129	theorem3_existsUnique	theorem_3_existsUnique
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/LemThirty.lean	262	262	lemma30_of	lemma_30_of
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/LemThirty.lean	276	276	lemma30_iff_lemma28_and_plotkin	lemma_30_iff_lemma28_and_plotkin
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/LemThirty.lean	303	303	Thm29SecondAtDomains	Theorem29SecondAtDomains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/LemThirty.lean	310	310	thm29SecondAtDomains_of_thm29Second	theorem_29_secondAtDomains_of_thm29Second
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/LemThirty.lean	519	519	Thm29Normal	Theorem29Normal
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/LemThirty.lean	786	786	thm29SecondAtDomains_of_thm29Normal	theorem_29_secondAtDomains_of_thm29Normal
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Lemma28AtU.lean	109	109	lemma28AtU_of'	lemma_28_atU_of'
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PRep.lean	295	295	lemma28_of	lemma_28_of
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PRepSum.lean	1076	1076	lemma28AtU_of	lemma_28_atU_of
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Powerdomain/BoundedComplete.lean	199	199	lem13_hoare	lemma_13_hoare
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Powerdomain/BoundedComplete.lean	330	330	lem13_smyth	lemma_13_smyth
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Powerdomain/Hoare.lean	237	237	thm11_hoare	theorem_11_hoare
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PowerdomainMapRep.lean	262	262	lemma28AtU_of''	lemma_28_atU_of''
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PropertyM.lean	753	753	Thm137Omega	Theorem137Omega
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PropertyM.lean	759	759	Thm137Chains.toOmega	Theorem137Chains.toOmega
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PropertyM.lean	765	765	Thm137.toOmega	Theorem137.toOmega
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PropertyM.lean	781	781	lemma217_of_omega	jung_lemma_2_17_of_omega
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/PropertyM.lean	1023	1023	thm18_of_cor136	theorem_18_of_jung_corollary_1_36
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/RecursiveDomain.lean	344	344	thm21	theorem_21
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/SFP.lean	328	328	thm14_forward	theorem_14_forward
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/SFP.lean	485	485	thm14_converse	theorem_14_converse
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Section62.lean	297	297	thm16_positive	theorem_16_positive
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Section62.lean	435	436	thm16_positive_isEmbeddingProjectionPair	theorem_16_positive_isEmbeddingProjectionPair
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma10.lean	83	83	lem10_prod	lemma_10_prod
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma10.lean	156	156	lem10_smash	lemma_10_smash
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma10.lean	211	211	lem10_lift	lemma_10_lift
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma10.lean	239	239	lem10_strict	lemma_10_strict
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma17.lean	130	130	lem17_prod	lemma_17_prod
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma17.lean	242	242	lem17_lift	lemma_17_lift
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Lemma17.lean	456	456	lem17_fun	lemma_17_fun
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	113	113	lem9_1	lemma_9_1
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	122	122	lem9_2	lemma_9_2
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	143	143	lem9_3	lemma_9_3
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	155	155	lem9_4	lemma_9_4
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	171	171	lem9_5	lemma_9_5
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	183	183	lem9_6	lemma_9_6
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Recovered.lean	285	285	thm14	theorem_14
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Section6.lean	172	172	prop15	proposition_15
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Section6.lean	234	234	thm18	theorem_18
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Section6.lean	246	246	lem19	lemma_19
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Section6b.lean	86	86	thm16	theorem_16
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Section6b.lean	101	101	lem20	lemma_20
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Sum.lean	167	167	lem10_sum	lemma_10_sum
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Sum.lean	683	683	lem17_sum	lemma_17_sum
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Skeleton/Sum.lean	984	984	lem17_smash	lemma_17_smash
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Theorem6.lean	191	191	theorem6	theorem_6
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Thm18.lean	96	96	thm18_of_thm137Chains_and_cor136	theorem_18_of_jung_theorem_1_37_chains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Thm18.lean	112	112	thm18_of_thm137_and_cor136	theorem_18_of_jung_theorem_1_37_and_jung_corollary_1_36
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Thm18.lean	129	130	thm18_viaProjections_of_thm137_and_cor136	theorem_18_viaProjections_of_jung_theorem_1_37
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/UniformFixedPoint.lean	168	168	theorem3	theorem_3
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/UniversalDomain.lean	185	185	thm22	theorem_22
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/UniversalDomain.lean	229	229	thm22_of_isCompactlyGenerated	theorem_22_of_isCompactlyGenerated
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/UniversalDomain.lean	723	723	lem23	lemma_23
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Universality.lean	322	322	thm21_image	theorem_21_image
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Universality.lean	426	426	lem24	lemma_24
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Universality.lean	465	465	thm25	theorem_25
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Universality.lean	488	488	thm25_powerset	theorem_25_powerset
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Universality.lean	511	511	thm25_isUniversal	theorem_25_isUniversal
